date,text,username,location,retweetcount,likecount,source,cleaned_text,Processed_Tweets,polarity,Sentiment
2022-09-21 18:31:51+00:00,"I can see @DataFestAfrica event now, it is all coming together. 

Get your tickets https://t.co/mtNSxV5MEb (remaining just little tickets)

We cant wait to see over 1200 participants next month.

 #datafestafrica2022 #DFA2022 #DataScience #DataAnalytics https://t.co/txGkYZpGhh",DavidAbu_,global,64,139,Twitter Web App,i can see  event now it is all coming together get your tickets  (remaining just little tickets)we cant wait to see over  participants next month     ,see event coming together get ticket ( remaining little ticket ) cant wait see participant next month,-0.09375,Negative
2022-09-21 18:27:59+00:00,"Hi Data Benders,
The @DataFestAfrica will be giving you the opportunity to get your hands dirty with data as you showcase your problem-solving and innovative skills.
For more information about the #datathon and how you can register, click https://t.co/qsJ9Qf1V24
#DataFestAfrica22",abdulsamodazeez,lagos nigeria,0,0,Twitter for Android,hi data bendersthe  will be giving you the opportunity to get your hands dirty with data as you showcase your problem-solving and innovative skillsfor more information about the  and how you can register click ,hi data bendersthe giving opportunity get hand dirty data showcase problem-solving innovative skillsfor information register click,-0.04999999999999999,Negative
2022-09-21 18:23:03+00:00,"@Abdroqeeb_Ola Ooh yeah ! This one is on my school so I have to! 😂

Guess #DataFestAfrica22 would be the second then. 😊",Dayo_Ajisco,uch ibadan,0,2,Twitter for Android, ooh yeah  this one is on my school so i have to guess  would be the second then ,ooh yeah one school guess would second,0.0,Positive
2022-09-21 18:08:43+00:00,"Are you a Data Professional and  you haven't gotten your tickets for @DataFestAfrica 2022. 

Get your ticket now, There are limited ticket amount available.

See you in October⚡⚡

#DataFestAfrica22 #DFA22

https://t.co/IPAQlMkkWi",FrankFelixAI,lagos nigeria,4,9,Twitter for Android,are you a data professional and  you havent gotten your tickets for   get your ticket now there are limited ticket amount availablesee you in october⚡⚡ ,data professional gotten ticket get ticket limited ticket amount availablesee october⚡⚡,0.01428571428571429,Positive
2022-09-21 17:32:14+00:00,"Share your linkedin profile. 

Connect with others..

Follow @DataFestAfrica on LinkedIn 

We will be having our first twitterspace soon. 

https://t.co/OjSQYATxOK",GiftOjeabulu_,lagos nigeria,0,3,Twitter for Android,share your linkedin profile connect with othersfollow  on linkedin we will be having our first twitterspace soon ,share linkedin profile connect othersfollow linkedin first twitterspace soon,0.25,Positive
2022-09-21 17:31:20+00:00,"#DataFestAfrica22 would be my first physical tech event this year! 

Can't wait. 😋",Dayo_Ajisco,uch ibadan,0,10,Twitter for Android, would be my first physical tech event this year cant wait ,would first physical tech event year cant wait,0.125,Positive
2022-09-21 17:05:25+00:00,"@DataFestAfrica Awwwnnn, thank you so much @DataFestAfrica 😇",OluwatobiYusuf_,lagos nigeria,0,1,Twitter for iPhone, awwwnnn thank you so much  ,awwwnnn thank much,0.2,Positive
2022-09-21 16:45:55+00:00,@OluwatobiYusuf_ Happy birthday to you @OluwatobiYusuf_,DataFestAfrica,africa ,0,1,Twitter for Android, happy birthday to you ,happy birthday,0.8,Positive
2022-09-21 14:03:01+00:00,@DataFestAfrica Is volunteering reg still on?,Grace_DOTA,lagos nigeria,0,0,Twitter for Android, is volunteering reg still on,volunteering reg still,0.0,Positive
2022-09-21 12:57:10+00:00,@_Kemmie_ Shey 🙃 DataFestAfrica,Richie4love,space ,0,0,Twitter for Android, shey  datafestafrica,shey,0.0,Positive
2022-09-21 07:27:21+00:00,"I'm attending DatafestAfrica 2022 by Datafest Africa. See you there  https://t.co/mwc0DAHGjQ

@DavidAbu_",malcom_okonkwo,Unknown,3,16,Twitter for iPhone,im attending datafestafrica  by datafest africa see you there  ,attending see,0.0,Positive
2022-09-21 05:48:12+00:00,@ProtectionOmo @DataFestAfrica @Bawzz_lady @GiftOjeabulu_ Cool,SeyonHonts,ibadan,0,0,Twitter for Android,    cool,cool,0.35,Positive
2022-09-20 22:05:02+00:00,"It's barely 22days to the highly anticipated @DataFestAfrica 2022 conference. It's almost here.
It's an event one wouldn't like to miss.
Oh God, Biko provide the resources necessary for this journey 🙏🙏🙏 https://t.co/156qRjthyT",Iwejuo_Gerald,federal capital territory nig,4,11,Twitter for Android,its barely days to the highly anticipated   conference its almost hereits an event one wouldnt like to missoh god biko provide the resources necessary for this journey  ,barely day highly anticipated conference almost hereits event one like missoh god biko provide resource necessary journey,0.07,Positive
2022-09-20 21:58:14+00:00,@ebe_nne @dev_babs @DataFestAfrica October 13th &amp; 14th,OluwatobiYusuf_,lagos nigeria,0,1,Twitter for iPhone,   october th &amp; th,october th & amp ; th,0.0,Positive
2022-09-20 21:54:01+00:00,"Me after recording a macro on excel then open the VBA code to see what it looks like 😆.Na to close am back sharply. 

#DatafestAfrica22 #DAF22 https://t.co/K0N27OloMO",michygerald,lagos nigeria,0,1,Twitter for Android,me after recording a macro on excel then open the vba code to see what it looks like na to close am back sharply   ,recording macro excel open vba code see look like na close back sharply,-0.041666666666666664,Negative
2022-09-20 18:52:07+00:00,@OluwatobiYusuf_ @F_deela @DataFestAfrica @DavidAbu_ You're welcome Tobi🥳🥳🥳,Richie4love,space ,0,1,Twitter for Android,    youre welcome tobi🥳🥳🥳,welcome tobi🥳🥳🥳,0.8,Positive
2022-09-20 18:43:19+00:00,@Richie4love @F_deela @DataFestAfrica @DavidAbu_ Thank you Rachel,OluwatobiYusuf_,lagos nigeria,0,2,Twitter for iPhone,    thank you rachel,thank rachel,0.0,Positive
2022-09-20 18:39:48+00:00,@OluwatobiYusuf_ @dev_babs @DataFestAfrica where and when,ebe_nne,akure nigeria,0,1,Twitter for Android,   where and when,,0.0,Positive
2022-09-20 18:38:37+00:00,@OluwatobiYusuf_ @F_deela @DataFestAfrica @DavidAbu_ 😂😂😂. Happy birthday in advance Tobi🥳🥳🥳,Richie4love,space ,0,1,Twitter for Android,     happy birthday in advance tobi🥳🥳🥳,happy birthday advance tobi🥳🥳🥳,0.8,Positive
2022-09-20 18:33:24+00:00,"@OluwatobiYusuf_ @F_deela @DataFestAfrica Na your voice oo, no be my voice",DavidAbu_,global,0,4,Twitter for iPhone,   na your voice oo no be my voice,na voice oo voice,0.0,Positive
2022-09-20 18:32:10+00:00,"@ebe_nne @dev_babs Alright, Oya come meet me for @DataFestAfrica",OluwatobiYusuf_,lagos nigeria,0,0,Twitter for iPhone,  alright oya come meet me for ,alright oya come meet,0.0,Positive
2022-09-20 18:31:29+00:00,"@F_deela 🤣🤣🤣🤣🤣

Thank you. Don’t worry, come to @DataFestAfrica  in @DavidAbu_’s voice",OluwatobiYusuf_,lagos nigeria,0,2,Twitter for iPhone, 🤣🤣🤣🤣🤣thank you dont worry come to   in s voice,🤣🤣🤣🤣🤣thank worry come voice,0.0,Positive
2022-09-20 17:53:21+00:00,"As promised #DataFestAfrica22 is getting bigger and promises to be a great experience for the data ecosystem in Africa. Meet one of our sponsors @Infobip.

#DFA22 #Ecosystem #DataScience #DataAnalytics https://t.co/6Ki9gYHpKJ",VictorOguche6,lagos nigeria,3,8,Twitter for Android,as promised  is getting bigger and promises to be a great experience for the data ecosystem in africa meet one of our sponsors     ,promised getting bigger promise great experience data ecosystem meet one sponsor,0.4,Positive
2022-09-20 17:46:56+00:00,"Follow @DataFestAfrica to stay updated as we countdown to the conference.

4/4",DataFestAfrica,africa ,2,4,Twitter for Android,follow  to stay updated as we countdown to the conference,follow stay updated countdown conference,0.0,Positive
2022-09-20 17:46:55+00:00,"B2B startups and Teleco Partnerships. Some of their partners include Zain Jordan, Fintech Market, Princ, Hyperlink etc.

They have won different Awards which includes Rocco Awards, Messaging and SMS global awards 2019, Future Digital awards etc.

3/4",DataFestAfrica,africa ,2,6,Twitter for Android,bb startups and teleco partnerships some of their partners include zain jordan fintech market princ hyperlink etcthey have won different awards which includes rocco awards messaging and sms global awards  future digital awards etc,bb startup teleco partnership partner include zain jordan fintech market princ hyperlink etcthey different award includes rocco award messaging sm global award future digital award etc,0.0,Positive
2022-09-20 17:46:54+00:00,"They help different clients &amp; partners overcome the complexity of consumer communications, grow their business, and enhance customer experience – all in a fast, secure &amp; reliable way.
They have different partners that cut across Consulting &amp; services, Technology Partnership,

2/4",DataFestAfrica,africa ,2,3,Twitter for Android,they help different clients &amp; partners overcome the complexity of consumer communications grow their business and enhance customer experience – all in a fast secure &amp; reliable waythey have different partners that cut across consulting &amp; services technology partnership,help different client & amp ; partner overcome complexity consumer communication grow business enhance customer experience – fast secure & amp ; reliable waythey different partner cut across consulting & amp ; service technology partnership,0.15000000000000002,Positive
2022-09-20 17:46:53+00:00,"Meet our sponsors:
@Infobip located in London, is a global leader in omnichannel engagement powering a broad range of messaging channels, tools and solutions for advanced customer engagement, authentication, and security. 

1/4 https://t.co/vk0jlxQpIC",DataFestAfrica,africa ,11,31,Twitter for Android,meet our sponsors located in london is a global leader in omnichannel engagement powering a broad range of messaging channels tools and solutions for advanced customer engagement authentication and security  ,meet sponsor located london global leader omnichannel engagement powering broad range messaging channel tool solution advanced customer engagement authentication security,0.15416666666666667,Positive
2022-09-20 16:16:50+00:00,@DataFestAfrica @Infobip We are still waiting for the hackathon news o.. Hope you people aff nur forgotten…I say I should drop subtle reminder ni.😂😂 https://t.co/5XdZt92IBs,Rita_tyna,lagos nigeria,1,3,Twitter for iPhone,  we are still waiting for the hackathon news o hope you people aff nur forgotten…i say i should drop subtle reminder ni ,still waiting hackathon news hope people aff nur forgotten…i say drop subtle reminder ni,-0.3333333333333333,Negative
2022-09-20 15:01:12+00:00,watching and listening to @BenNemtin onstage at #DFA22 in Orlando. Just WOW! #inspired #Motivational,nanyminute,las vegas nv,0,1,Twitter Web App,watching and listening to  onstage at  in orlando just wow  ,watching listening onstage orlando wow,0.1,Positive
2022-09-20 14:11:34+00:00,"@Bawzz_lady @ProtectionOmo @DataFestAfrica @GiftOjeabulu_ alright, gonna get one",OFTLit,lagos,0,0,Twitter Web App,    alright gonna get one,alright gon na get one,0.0,Positive
2022-09-20 14:09:22+00:00,@ProtectionOmo @Bawzz_lady @GiftOjeabulu_ @DataFestAfrica How long did you wait after placing the order?,ay0_0la,in ralph kimballs head,0,0,Twitter for Android,    how long did you wait after placing the order,long wait placing order,-0.05,Negative
2022-09-20 13:59:44+00:00,@OFTLit @ProtectionOmo @DataFestAfrica @GiftOjeabulu_ You can shop here❤️❤️ https://t.co/Q6a5IecVVW,Bawzz_lady,Unknown,0,1,Twitter for iPhone,    you can shop here❤️❤️ ,shop here❤️❤️,0.0,Positive
2022-09-20 13:51:13+00:00,@ProtectionOmo @Bawzz_lady @GiftOjeabulu_ @DataFestAfrica How did you get it,Jethrochukwu,abroad in jesus name,0,0,Twitter for Android,    how did you get it,get,0.0,Positive
2022-09-20 13:50:17+00:00,@ProtectionOmo @DataFestAfrica Looks really cool,OFTLit,lagos,0,0,Twitter Web App,  looks really cool,look really cool,0.35,Positive
2022-09-20 13:49:47+00:00,@ProtectionOmo @DataFestAfrica @Bawzz_lady @GiftOjeabulu_ How do I get one ?,OFTLit,lagos,0,0,Twitter Web App,    how do i get one ,get one,0.0,Positive
2022-09-20 12:44:02+00:00,@ProtectionOmo @GiftOjeabulu_ @DataFestAfrica Thank you 🙏🙏🙏🙏 🥳🥳🥳🥳,Bawzz_lady,Unknown,0,1,Twitter for iPhone,   thank you  🥳🥳🥳🥳,thank 🥳🥳🥳🥳,0.0,Positive
2022-09-20 12:37:44+00:00,"I am datafest ready 😂😂 thanks to @Bawzz_lady @GiftOjeabulu_ @DataFestAfrica 
It was a long wait, thanks for coming through
#datafestafrica22 https://t.co/SwdyvphxfL",ProtectionOmo,lagos nigeria,9,49,Twitter for Android,i am datafest ready  thanks to    it was a long wait thanks for coming through ,ready thanks long wait thanks coming,0.1375,Positive
2022-09-19 21:54:48+00:00,"Hi everyone, I'm having issues getting my ticket for the DataFest Africa event coming up in October.
I made payments via bank transfer and was debited but yet to get my ticket. How do I get this resolved please? Thank you
@DavidAbu_",lumaeze,Unknown,0,0,Twitter for Android,hi everyone im having issues getting my ticket for the datafest africa event coming up in octoberi made payments via bank transfer and was debited but yet to get my ticket how do i get this resolved please thank you,hi everyone issue getting ticket event coming octoberi made payment via bank transfer debited yet get ticket get resolved please thank,0.0,Positive
2022-09-19 15:45:29+00:00,"He is interested in solving challenges across Africa in leading sectors. At Airtel, Rowland currently leads talent acquisition for one of Africa's finest Digital innovations Labs.

Follow @DataFestAfrica to stay updated as we countdown 

2/2",DataFestAfrica,africa ,0,1,Twitter for Android,he is interested in solving challenges across africa in leading sectors at airtel rowland currently leads talent acquisition for one of africas finest digital innovations labsfollow  to stay updated as we countdown ,interested solving challenge across leading sector airtel rowland currently lead talent acquisition one africa finest digital innovation labsfollow stay updated countdown,0.08333333333333333,Positive
2022-09-19 15:45:28+00:00,"Meet our Panelists:

Rowland is an HR Leader who has spent more than 10 years of his career leading innovation in Human Resources. He has spent the past decade as a headhunter and helping organizations hire the best talents globally. 

1/2 https://t.co/BRFPcKrFNA",DataFestAfrica,africa ,6,34,Twitter for Android,meet our panelistsrowland is an hr leader who has spent more than  years of his career leading innovation in human resources he has spent the past decade as a headhunter and helping organizations hire the best talents globally  ,meet panelistsrowland hr leader spent year career leading innovation human resource spent past decade headhunter helping organization hire best talent globally,0.09166666666666667,Positive
2022-09-19 12:31:35+00:00,"@DavidAbu_ @DataFestAfrica Omo, how about celebrants for the months after 🥺",miss_mhona,lagos nigeria,0,0,Twitter for Android,  omo how about celebrants for the months after 🥺,omo celebrant month,0.0,Positive
2022-09-19 10:51:29+00:00,"and has trained more than 20,000 people for free on Analytics. He is also a member of professional bodies including CFA, ICAN and CITN and an advsier &amp; Consultant to Nigeria Governors Forum.

 Follow @DataFestAfrica to stay updated as we countdown.

3/3",DataFestAfrica,africa ,0,1,Twitter for Android,and has trained more than  people for free on analytics he is also a member of professional bodies including cfa ican and citn and an advsier &amp; consultant to nigeria governors forum follow  to stay updated as we countdown,trained people free analytics also member professional body including cfa ican citn advsier & amp ; consultant nigeria governor forum follow stay updated countdown,0.25,Positive
2022-09-19 10:51:28+00:00,"He is a Microsoft Most Valuable Professional (MVP) with over 20 years of experience in training and consulting. He is an Accredited Master Trainer and Master Instructional Designer with the Association of Talent Development (ATD), 

2/3",DataFestAfrica,africa ,0,1,Twitter for Android,he is a microsoft most valuable professional (mvp) with over  years of experience in training and consulting he is an accredited master trainer and master instructional designer with the association of talent development (atd) ,microsoft valuable professional ( mvp ) year experience training consulting accredited master trainer master instructional designer association talent development ( atd ),0.1,Positive
2022-09-19 09:06:59+00:00,@DataFestAfrica Thank so much @DataFestAfrica,docbraids,ile-ife nigeria,0,0,Twitter for Android, thank so much ,thank much,0.2,Positive
2022-09-19 08:32:43+00:00,"@DataFestAfrica Pls to attend, what do we need 
I couldn't get the ticket to it then.",docbraids,ile-ife nigeria,0,0,Twitter for Android, pls to attend what do we need i couldnt get the ticket to it then,pls attend need get ticket,0.0,Positive
2022-09-19 07:57:55+00:00,@ProudBeninwitch Sure.,DataFestAfrica,africa ,0,0,Twitter for Android, sure,sure,0.5,Positive
2022-09-19 07:45:32+00:00,"This year’s edition of #DataFest Africa, the biggest festival on data on the continent, brought to light a very significant conversation that needs critical attention: data use in the private sector and civil society organisations within Africa.

Details👉https://t.co/5WeWxckqPB https://t.co/FIDJuA2FYy",PollicyOrg,kampala uganda,2,7,Twitter Web App,this years edition of  africa the biggest festival on data on the continent brought to light a very significant conversation that needs critical attention data use in the private sector and civil society organisations within africadetails ,year edition biggest festival data continent brought light significant conversation need critical attention data use private sector civil society organisation within africadetails,0.19375,Positive
2022-09-19 01:27:03+00:00,@DataFestAfrica Please can a complete beginner in the data space attend?,ProudBeninwitch,i live in the cruise nation,0,0,Twitter for Android, please can a complete beginner in the data space attend,please complete beginner data space attend,0.1,Positive
2022-09-18 18:00:27+00:00,@DataFestAfrica @rianatbuhari see this,Pop_son_,Unknown,0,0,Twitter for Android,  see this,see,0.0,Positive
2022-09-18 17:08:11+00:00,"@DavidAbu_ @DataFestAfrica Happy birthday Sir...
Wish you more of God's blessings",KorpBrother,jos nigeria,1,1,Twitter for Android,  happy birthday sirwish you more of gods blessings,happy birthday sirwish god blessing,0.8,Positive
2022-09-18 15:20:31+00:00,@DavidAbu_ @DataFestAfrica Happy belated birthday to you,agbebaku_grace,nigeria,0,0,Twitter for Android,  happy belated birthday to you,happy belated birthday,0.8,Positive
2022-09-18 12:58:41+00:00,@DavidAbu_ @DataFestAfrica Happy Birthday Chief!  🎉,iamtemibabs,Unknown,0,0,Twitter Web App,  happy birthday chief  ,happy birthday chief,0.8,Positive
2022-09-18 10:24:01+00:00,@DavidAbu_ @DataFestAfrica Happy birthday David,bimbolawale,abeokuta nigeria,0,0,Twitter for iPhone,  happy birthday david,happy birthday david,0.8,Positive
2022-09-18 09:59:52+00:00,"@DavidAbu_ @DataFestAfrica Happy birthday David, age with grace🥳",AbozeBrain,Unknown,0,0,Twitter Web App,  happy birthday david age with grace🥳,happy birthday david age grace🥳,0.8,Positive
2022-09-18 09:06:35+00:00,@DavidAbu_ @DataFestAfrica Happy birthday boss🎉🎉🎉🎉🎉🥳,ochejamie,lagos nigeria,0,0,Twitter for Android,  happy birthday boss🥳,happy birthday boss🥳,0.8,Positive
2022-09-18 08:34:53+00:00,@DataFestAfrica Great,oswald52,ph,0,0,Twitter for Android, great,great,0.8,Positive
2022-09-18 06:49:25+00:00,@thatguymeen @DataFestAfrica Thanks bro,DavidAbu_,global,0,0,Twitter for iPhone,  thanks bro,thanks bro,0.2,Positive
2022-09-18 06:36:15+00:00,@DavidAbu_ @DataFestAfrica Happy birthday big man 🎉🎊🚀❤️,thatguymeen,asgardia,0,0,Twitter for Android,  happy birthday big man ❤️,happy birthday big man ❤️,0.4,Positive
2022-09-18 00:32:26+00:00,@ArabinrinApinke @DataFestAfrica As in I was just staring at my phone after reading the mail.,OluwasonaPa,evolving ,0,2,Twitter for Android,  as in i was just staring at my phone after reading the mail,staring phone reading mail,0.0,Positive
2022-09-17 21:42:06+00:00,"Happy birthday dear @DavidAbu_ you are #Nigerians finest 

Congratulations on all your achievements from all of @learntorme 

FYI @Microsoft _ @DataFestAfrica #learntor #mercygeorgeigbafe #Nigeria https://t.co/T6qjoUpMGG",MGIMercy,learntor,1,31,Twitter for iPhone,happy birthday dear  you are  finest congratulations on all your achievements from all of  fyi  _     ,happy birthday dear finest congratulation achievement fyi _,0.8,Positive
2022-09-17 21:22:54+00:00,"@DavidAbu_ @DataFestAfrica Wishing you the very best this life can offer and i pray that, uncommon favour and true happiness from God will locate you wherever you are from today. Happy wonderful Birthday.",Birthdaysng,Unknown,1,2,Twitter for Android,  wishing you the very best this life can offer and i pray that uncommon favour and true happiness from god will locate you wherever you are from today happy wonderful birthday,wishing best life offer pray uncommon favour true happiness god locate wherever today happy wonderful birthday,0.7749999999999999,Positive
2022-09-17 21:17:45+00:00,@DavidAbu_ @DataFestAfrica Happy birthday David 🎉,10xDatabro,lagos,0,0,Twitter for Android,  happy birthday david ,happy birthday david,0.8,Positive
2022-09-17 21:01:39+00:00,@Gloria_Echendu @DataFestAfrica Thanks Gloria,DavidAbu_,global,0,0,Twitter for iPhone,  thanks gloria,thanks gloria,0.2,Positive
2022-09-17 20:59:55+00:00,"@DavidAbu_ @DataFestAfrica Happy Birthday @DavidAbu_ 

God bless your new age",Gloria_Echendu,Unknown,0,0,Twitter Web App,  happy birthday  god bless your new age,happy birthday god bless new age,0.4681818181818182,Positive
2022-09-17 20:59:41+00:00,@bolsaid @DataFestAfrica Thanks bro,DavidAbu_,global,0,0,Twitter for iPhone,  thanks bro,thanks bro,0.2,Positive
2022-09-17 20:53:08+00:00,@ArabinrinApinke @DataFestAfrica Same here. It was something I was looking forward to but regardless I can't wait for the event 😁,michygerald,lagos nigeria,0,1,Twitter for Android,  same here it was something i was looking forward to but regardless i cant wait for the event ,something looking forward regardless cant wait event,0.0,Positive
2022-09-17 20:47:33+00:00,@DavidAbu_ @DataFestAfrica Happy birthday big man,emdutibe,lagos nigeria,0,1,Twitter for iPhone,  happy birthday big man,happy birthday big man,0.4,Positive
2022-09-17 20:42:49+00:00,"If you are looking for a Data community to join .

Follow @DataFestAfrica",GiftOjeabulu_,lagos nigeria,9,12,Twitter for Android,if you are looking for a data community to join follow ,looking data community join follow,0.0,Positive
2022-09-17 20:34:30+00:00,@DavidAbu_ @DataFestAfrica Damn,vicradon,home,0,0,Twitter for iPhone,  damn,damn,0.0,Positive
2022-09-17 20:21:00+00:00,@DavidAbu_ @DataFestAfrica Happy birthday @DavidAbu_ have a fabulous year.,HappinessEjim,abuja nigeria,0,0,Twitter for iPhone,  happy birthday  have a fabulous year,happy birthday fabulous year,0.6000000000000001,Positive
2022-09-17 20:20:05+00:00,@DavidAbu_ @DataFestAfrica Happy birthday 🎈,wuraoyewusi,Unknown,0,0,Twitter for Android,  happy birthday ,happy birthday,0.8,Positive
2022-09-17 20:09:21+00:00,@DavidAbu_ @DataFestAfrica Happy birthday bro,bolsaid,üt ,0,0,Twitter for Android,  happy birthday bro,happy birthday bro,0.8,Positive
2022-09-17 20:04:19+00:00,"@DavidAbu_ @DataFestAfrica Happy birthday, brother. Live long and prosper🥂",DOh_Bams,lagos nigeria,0,0,Twitter Web App,  happy birthday brother live long and prosper🥂,happy birthday brother live long prosper🥂,0.29545454545454547,Positive
2022-09-17 20:03:34+00:00,@DavidAbu_ @DataFestAfrica God bless you boss,official_iomY,lagos nigeria,0,0,Twitter for iPhone,  god bless you boss,god bless bos,0.0,Positive
2022-09-17 20:02:35+00:00,@DavidAbu_ @DataFestAfrica Happy birthday to you David🎂,Atalldarkgirl,Unknown,1,1,Twitter for Android,  happy birthday to you david,happy birthday david,0.8,Positive
2022-09-17 20:01:05+00:00,@JackieKiadii @DataFestAfrica Thanks Jackie,DavidAbu_,global,0,1,Twitter for iPhone,  thanks jackie,thanks jackie,0.2,Positive
2022-09-17 20:00:29+00:00,@lax_ieee @DataFestAfrica Thanks boss,DavidAbu_,global,0,0,Twitter for iPhone,  thanks boss,thanks bos,0.2,Positive
2022-09-17 20:00:02+00:00,"@Toluwani_Kore @DataFestAfrica Boss, thank you",DavidAbu_,global,0,0,Twitter for iPhone,  boss thank you,bos thank,0.0,Positive
2022-09-17 19:59:54+00:00,@mich_ogbeide @DataFestAfrica Thanks Mayowa,DavidAbu_,global,0,0,Twitter for iPhone,  thanks mayowa,thanks mayowa,0.2,Positive
2022-09-17 19:59:47+00:00,@bowentechub @TheOyinbooke @DataFestAfrica Thank you very much,DavidAbu_,global,0,1,Twitter for iPhone,   thank you very much,thank much,0.2,Positive
2022-09-17 19:59:35+00:00,@GbemiAdekoya @DataFestAfrica Thanks Gbemi,DavidAbu_,global,0,1,Twitter for iPhone,  thanks gbemi,thanks gbemi,0.2,Positive
2022-09-17 19:59:25+00:00,@Dak_him @DataFestAfrica Who be machala 😂,DavidAbu_,global,0,1,Twitter for iPhone,  who be machala ,machala,0.0,Positive
2022-09-17 19:59:03+00:00,"@GuyInACube @DataFestAfrica Thank you very much , grateful",DavidAbu_,global,0,1,Twitter for iPhone,  thank you very much  grateful,thank much grateful,0.2,Positive
2022-09-17 19:58:46+00:00,@DavidAbu_ @DataFestAfrica Happy Birthday David. Thanks for all you do for the Data Community. This is your best year yet !🎉💫,fehintiti,Unknown,1,1,Twitter for iPhone,  happy birthday david thanks for all you do for the data community this is your best year yet ,happy birthday david thanks data community best year yet,0.6666666666666666,Positive
2022-09-17 19:58:38+00:00,"@chanezon @DataFestAfrica Thanks Patrick, means a lot to me",DavidAbu_,global,0,1,Twitter for iPhone,  thanks patrick means a lot to me,thanks patrick mean lot,-0.056249999999999994,Negative
2022-09-17 19:58:06+00:00,@DavidAbu_ @DataFestAfrica Happy birthday David wishing you the very best 🎉🎂,mich_ogbeide,lagos nigeria ,0,1,Twitter for Android,  happy birthday david wishing you the very best ,happy birthday david wishing best,0.9,Positive
2022-09-17 19:57:59+00:00,@jennifer_ebe @DataFestAfrica Thanks Jennifer,DavidAbu_,global,0,0,Twitter for iPhone,  thanks jennifer,thanks jennifer,0.2,Positive
2022-09-17 19:57:47+00:00,"@Opiano_1 @DataFestAfrica Thanks Ope, loyal to your govt",DavidAbu_,global,0,0,Twitter for iPhone,  thanks ope loyal to your govt,thanks ope loyal govt,0.26666666666666666,Positive
2022-09-17 19:57:30+00:00,@Ibeh_Dera @DataFestAfrica Thanks Ibeh,DavidAbu_,global,0,0,Twitter for iPhone,  thanks ibeh,thanks ibeh,0.2,Positive
2022-09-17 19:57:23+00:00,@VeetoriaRT @DataFestAfrica 😂😂😂 thanks Vic,DavidAbu_,global,0,1,Twitter for iPhone,   thanks vic,thanks vic,0.2,Positive
2022-09-17 19:57:13+00:00,@chirmankasel @DataFestAfrica Thanks boss,DavidAbu_,global,0,1,Twitter for iPhone,  thanks boss,thanks bos,0.2,Positive
2022-09-17 19:57:05+00:00,@DavidAlade__ @DataFestAfrica Thanks chief,DavidAbu_,global,0,0,Twitter for iPhone,  thanks chief,thanks chief,0.2,Positive
2022-09-17 19:56:59+00:00,@DikoSomeleze @DataFestAfrica Thanks bro,DavidAbu_,global,0,0,Twitter for iPhone,  thanks bro,thanks bro,0.2,Positive
2022-09-17 19:56:53+00:00,"@sharonibejih @DataFestAfrica Okay I will keep bending them😅

Thanks",DavidAbu_,global,0,0,Twitter for iPhone,  okay i will keep bending themthanks,okay keep bending themthanks,0.5,Positive
2022-09-17 19:56:40+00:00,@iamdannymaine @DataFestAfrica Thanks Daniel,DavidAbu_,global,0,1,Twitter for iPhone,  thanks daniel,thanks daniel,0.2,Positive
2022-09-17 19:56:31+00:00,@aprildunnam @DataFestAfrica Thanks April,DavidAbu_,global,0,0,Twitter for iPhone,  thanks april,thanks april,0.2,Positive
2022-09-17 19:56:24+00:00,@laskewitz @DataFestAfrica Thanks Daniel,DavidAbu_,global,0,1,Twitter for iPhone,  thanks daniel,thanks daniel,0.2,Positive
2022-09-17 19:56:03+00:00,@RudoGeorge @DataFestAfrica Thanks boss,DavidAbu_,global,0,1,Twitter for iPhone,  thanks boss,thanks bos,0.2,Positive
2022-09-17 19:55:56+00:00,@amac_ncheese @DataFestAfrica Thanks Azure,DavidAbu_,global,0,0,Twitter for iPhone,  thanks azure,thanks azure,0.2,Positive
2022-09-17 19:55:19+00:00,@Hartinuke15 @DataFestAfrica Thanks Mama,DavidAbu_,global,0,0,Twitter for iPhone,  thanks mama,thanks mama,0.2,Positive
2022-09-17 19:55:07+00:00,@tobiloba_faith @DataFestAfrica @KatwignDale Oh okay that is fine.,DavidAbu_,global,0,0,Twitter for iPhone,   oh okay that is fine,oh okay fine,0.45833333333333337,Positive
2022-09-17 19:53:02+00:00,"@DavidAbu_ @DataFestAfrica Happy birthday, David 🎂 🎈",DavidAlade__,on the internet ,0,1,Twitter for iPhone,  happy birthday david  ,happy birthday david,0.8,Positive
2022-09-17 19:52:08+00:00,@DavidAbu_ @DataFestAfrica Happy Birthday 🎉🎂,Ibeh_Dera,Unknown,0,1,Twitter for iPhone,  happy birthday ,happy birthday,0.8,Positive
2022-09-17 19:50:21+00:00,"@DavidAbu_ @DataFestAfrica @KatwignDale Yes I have David and because I read it late, volunteering option is closed 🤦🏻‍♀️ but I’m excited about Hackathon 😊",tobiloba_faith,lagos nigeria,0,0,Twitter for iPhone,   yes i have david and because i read it late volunteering option is closed 🤦‍♀️ but im excited about hackathon ,yes david read late volunteering option closed excited hackathon,-0.00833333333333334,Negative
2022-09-17 19:44:31+00:00,Happy Birthday @DavidAbu_  #DatafestAfrica you are my inspiration! 🎉 https://t.co/GOgK357pg6,ugonmaeddy,Unknown,0,4,Twitter for Android,happy birthday    you are my inspiration  ,happy birthday inspiration,0.8,Positive
