date,text,username,location,retweetcount,likecount,source,cleaned_text,Processed_Tweets,polarity,Sentiment
2022-10-14 13:56:45+00:00,@kachiengineers @DataFestAfrica Chief🙌🙌,onlychibu,nigeria,0,0,Twitter for Android,  chief,chief,0.0,Positive
2022-10-14 13:56:09+00:00,@JoyceNwanochi @DataFestAfrica @TheOyinbooke @DavidAbu_ @saltypip @Richie4love @OseghaleFaithO1 Lol 😅  joyce long time,kode_black47,nigeria,0,1,Twitter for Android,       lol   joyce long time,lol joyce long time,0.375,Positive
2022-10-14 13:49:15+00:00,@Kolardzy @ArabinrinApinke @DataFestAfrica Second row behind you. Look back,mr_toonie,u+f (dec ),0,0,Twitter for iPhone,   second row behind you look back,second row behind look back,-0.13333333333333333,Negative
2022-10-14 13:45:44+00:00,"Paystack Data Analyst, Daniel Asoegwu, will be speaking in a panel session at #DataFestAfrica22 on how startups use data to drive results ✨

⏰ 3.40 pm (WAT)

If you’re at the event and would like to join the session, here are the details 👇🏾
https://t.co/1JOCZ2Ip19 https://t.co/a5QCMErHZa",paystack,Unknown,1,5,Twitter Web App,paystack data analyst daniel asoegwu will be speaking in a panel session at  on how startups use data to drive results ✨⏰  pm (wat)if youre at the event and would like to join the session here are the details  ,paystack data analyst daniel asoegwu speaking panel session startup use data drive result ✨⏰ pm ( wat ) event would like join session detail,0.0,Positive
2022-10-14 13:42:53+00:00,"✨ We’re excited to be partnering with our friends @DataFestAfrica to bring you #DataFestAfrica22, holding today and tomorrow in Lagos, Nigeria 🚀 

If you’re at the event, check out the @paystack booth. You just might leave with some swag 💙 https://t.co/FQOswXmReF",paystack,Unknown,2,10,Twitter Web App,✨ were excited to be partnering with our friends  to bring you  holding today and tomorrow in lagos nigeria  if youre at the event check out the  booth you just might leave with some swag  ,excited partnering friend bring holding today tomorrow lagos nigeria event check booth might leave swag,0.375,Positive
2022-10-14 13:42:44+00:00,"I was at Oscafest early this year....Mehn  the organisers of @DataFestAfrica they are wonderful, the organisation is top notch....",RachealOpene,Unknown,0,0,Twitter for Android,i was at oscafest early this yearmehn  the organisers of  they are wonderful the organisation is top notch,oscafest early yearmehn organiser wonderful organisation top notch,0.5333333333333333,Positive
2022-10-14 13:41:25+00:00,"@DavidAbu_  wasn’t joking when he said there would be free Nigerian Jollof 😂

#DataFestAfrica22 
#DFA22",Ibeh_Dera,Unknown,0,4,Twitter for iPhone,  wasnt joking when he said there would be free nigerian jollof  ,joking said would free nigerian jollof,0.4,Positive
2022-10-14 13:40:17+00:00,@osyndavinci @izyrichy @DataFestAfrica Yeah....I'm the dude with a red cross bag,Angelorul3s,probably in my room,0,0,Twitter for Android,   yeahim the dude with a red cross bag,yeahim dude red cross bag,0.0,Positive
2022-10-14 13:38:38+00:00,How wan I take connect with this my shyness😩 #datafestafrica,mamazfavourite,lagos nigeria,3,16,Twitter for iPhone,how wan i take connect with this my shyness ,wan take connect shyness,-0.2,Negative
2022-10-14 13:38:35+00:00,Here at #DFA22 https://t.co/YoPDzrYFjW,jmdfemi,Unknown,2,5,Twitter for iPhone,here at  ,,0.0,Positive
2022-10-14 13:37:34+00:00,@madeofAjala @Bennykillua @DataFestAfrica I don't see you. I'm at the second seat away from the presenter.,_manofletters,Unknown,0,0,Twitter for Android,   i dont see you im at the second seat away from the presenter,see second seat away presenter,0.0,Positive
2022-10-14 13:37:06+00:00,"Technical skills are common, Domain skills are not 👌👌👌
#datafestafrica",phaibooboo,Unknown,0,2,Twitter for Android,technical skills are common domain skills are not ,technical skill common domain skill,-0.15,Negative
2022-10-14 13:35:46+00:00,@_manofletters @Bennykillua @DataFestAfrica Oh!!! Wearing the flowery shirts and white cap,madeofAjala,earth x,0,1,Twitter Web App,   oh wearing the flowery shirts and white cap,oh wearing flowery shirt white cap,0.0,Positive
2022-10-14 13:35:28+00:00,"If you want to get a free Python certification, visit https://t.co/swZ0wFgyc1
It’s a 4-5 hour course

RT for someone who needs this to see it.

#tech #Data #datafestafrica #DataScience",rubytechme,in abundance,3,6,Twitter for iPhone,if you want to get a free python certification visit its a - hour coursert for someone who needs this to see it   ,want get free python certification visit - hour coursert someone need see,0.4,Positive
2022-10-14 13:33:33+00:00,@madeofAjala @Bennykillua @DataFestAfrica Luanda Hall. I'm here too 👋,_manofletters,Unknown,0,0,Twitter for Android,   luanda hall im here too ,luanda hall,0.0,Positive
2022-10-14 13:32:17+00:00,@DataFestAfrica Birthday blessings @FrankFelixAI 🎊🥳,the_Honips,remote,0,1,Twitter for Android, birthday blessings  🥳,birthday blessing,0.0,Positive
2022-10-14 13:31:44+00:00,Hi @Rita_tyna where art thou? #datafestafrica22,ProtectionOmo,lagos nigeria,0,2,Twitter for Android,hi  where art thou ,hi art thou,0.0,Positive
2022-10-14 13:31:20+00:00,"@Bennykillua @DataFestAfrica Which session is holding there? At the Containerising something something session, dunno the code for the hall",madeofAjala,earth x,0,0,Twitter Web App,  which session is holding there at the containerising something something session dunno the code for the hall,session holding containerising something something session dunno code hall,0.0,Positive
2022-10-14 13:29:42+00:00,@TheOyinbooke nice meeting you sir #DFA22 #datafestafrica #datafestafrica22 https://t.co/Bdb9JNXjSu,TomEkpot,uyo nigeria,0,3,Twitter for iPhone, nice meeting you sir    ,nice meeting sir,0.6,Positive
2022-10-14 13:29:29+00:00,@DivineApemaa @DataFestAfrica Thank you☺️,FrankFelixAI,lagos nigeria,0,1,Twitter for Android,  thank you☺️,thank you☺️,0.0,Positive
2022-10-14 13:29:03+00:00,"@madeofAjala @DataFestAfrica In the Nairobi hall

You?",Bennykillua,Unknown,0,0,Twitter for iPhone,  in the nairobi hallyou,nairobi hallyou,0.0,Positive
2022-10-14 13:27:45+00:00,@Bennykillua @DataFestAfrica Where are you bro?!,madeofAjala,earth x,0,2,Twitter Web App,  where are you bro,bro,0.0,Positive
2022-10-14 13:26:47+00:00,@Aminat_Abolade @DataFestAfrica Thank you☺️,FrankFelixAI,lagos nigeria,0,1,Twitter for Android,  thank you☺️,thank you☺️,0.0,Positive
2022-10-14 13:26:20+00:00,"Networking time oh. Where y'all Databenders at?

#datafestafrica22",ssindy55,lagos nigeria,0,2,Twitter for Android,networking time oh where yall databenders at,networking time oh yall databenders,0.0,Positive
2022-10-14 13:24:00+00:00,Now we feast #DFA22 #datafestafrica2022 https://t.co/pBnBmU4MbX,Babiepraiz,lagos,0,2,Twitter for iPhone,now we feast   ,feast,0.0,Positive
2022-10-14 13:23:57+00:00,@FrankFelixAI @DataFestAfrica Happy Birthday 🎉 More reasons to smile this new year,docbraids,ile-ife nigeria,0,0,Twitter for Android,  happy birthday  more reasons to smile this new year,happy birthday reason smile new year,0.4121212121212121,Positive
2022-10-14 13:22:45+00:00,"I have successfully toured through all the sponsors booth🥴🥴🥴 I officially need a ghana must go😁🫠 #DFA22 #datafestafrica2022. One thing is sure though, I am motivated to start my own data startup. Everyone has got me covered💃💃 https://t.co/IiB1xG6Z6E",Babiepraiz,lagos,0,2,Twitter for iPhone,i have successfully toured through all the sponsors booth🥴🥴🥴 i officially need a ghana must go🫠   one thing is sure though i am motivated to start my own data startup everyone has got me covered ,successfully toured sponsor booth🥴🥴🥴 officially need ghana must go🫠 one thing sure though motivated start data startup everyone got covered,0.625,Positive
2022-10-14 13:22:40+00:00,@Angelorul3s @izyrichy @DataFestAfrica Are you inside the Julius Berger hall now(for Containerization of ml apps),osyndavinci,ba sing se,0,0,Twitter for Android,   are you inside the julius berger hall now(for containerization of ml apps),inside julius berger hall ( containerization ml apps ),0.0,Positive
2022-10-14 13:17:51+00:00,#datafestafrica we outside https://t.co/YYFmXKSHyO,ShajiDaniel15,Unknown,3,10,Twitter Web App, we outside ,outside,0.0,Positive
2022-10-14 13:15:19+00:00,"Happy birthday Data Benders 🎉🎉
God's blessings always🙏🏾
@FrankFelixAI 
@Yinkaoke 

#DataFestAfrica22
#DFA22 https://t.co/dIl0U6jWA4",dosumu_adesola,lagos nigeria,1,10,Twitter Web App,happy birthday data benders gods blessings always   ,happy birthday data bender god blessing always,0.8,Positive
2022-10-14 13:14:00+00:00,@DataFestAfrica New link pls,Waliyah_Tijani,Unknown,0,0,Twitter for Android, new link pls,new link pls,0.13636363636363635,Positive
2022-10-14 13:13:33+00:00,Live at @DataFestAfrica https://t.co/6WXyLaRjZi,philip_nkwam,Unknown,2,10,Twitter for iPhone,live at  ,live,0.13636363636363635,Positive
2022-10-14 13:13:09+00:00,"Containerization of Machine Learning Application by @AbozeBrain 

#DFA22 

Learning about @Docker at @DataFestAfrica https://t.co/vpgr9MNcjm",JOloganj,lagos,1,4,Twitter for Android,containerization of machine learning application by   learning about  at  ,containerization machine learning application learning,0.0,Positive
2022-10-14 13:12:58+00:00,"If I don't gist you about the party jollof at @datafestafrica, you will think we didn't have a festival. The food is very very tasty. Garnised with fried plantain.

@Yinkaoke 
@TheDataEngrDuke 

#DataFestAfrica22
#DFA22 https://t.co/VuySydGj7U",AmarachiUgagbe,port harcourt,1,26,Twitter for Android,if i dont gist you about the party jollof at  you will think we didnt have a festival the food is very very tasty garnised with fried plantain   ,gist party jollof think festival food tasty garnised fried plantain,0.0,Positive
2022-10-14 13:12:05+00:00,"Contanerization of MLops workshop #datafestafrica #datafestafrica22 
@DataFestAfrica 
By @AbozeBrain 
Sample dataset Bank customer churn dataset in haggle. https://t.co/6Vy4ml2sd4",AYANLOLA2002,lagos,0,4,Twitter for Android,contanerization of mlops workshop    by  sample dataset bank customer churn dataset in haggle ,contanerization mlops workshop sample dataset bank customer churn dataset haggle,0.0,Positive
2022-10-14 13:11:35+00:00,"I was present.

#datafestafrica 
#DFA22 #Tableau https://t.co/wDEbl5lIXA https://t.co/k9YhbP8gZr",UncleHugo_,nglos,2,2,Twitter Web App,i was present    ,present,0.0,Positive
2022-10-14 13:11:10+00:00,"A session on Data Analysis and Visualisation with Tableau going on @DataFestAfrica
#DataFestAfrica22 https://t.co/GS8L7FFQlF",poetrineer,nigeria,1,3,Twitter for Android,a session on data analysis and visualisation with tableau going on  ,session data analysis visualisation tableau going,0.0,Positive
2022-10-14 13:09:56+00:00,"@_teevoc is finishing work here about tooltip, bookmark, selection pane on powerbi
#datafestafrica22",ProtectionOmo,lagos nigeria,1,0,Twitter for Android, is finishing work here about tooltip bookmark selection pane on powerbi,finishing work tooltip bookmark selection pane powerbi,0.0,Positive
2022-10-14 13:09:24+00:00,"The community is full of love. 

Happy birthday to @FrankFelixAI .

#DataFestAfrica22
#DFA22 https://t.co/qFFjv6EyuZ",AmarachiUgagbe,port harcourt,0,6,Twitter for Android,the community is full of love happy birthday to   ,community full love happy birthday,0.5499999999999999,Positive
2022-10-14 13:08:40+00:00,@DataFestAfrica Happy birthday Data Benders 🎉,dosumu_adesola,lagos nigeria,0,0,Twitter Web App, happy birthday data benders ,happy birthday data bender,0.8,Positive
2022-10-14 13:07:37+00:00,"#datafestafrica #datafestafrica22 
Currently in the Contanerization of ML operations workshop at the Luanda hall unilag using #docker and #Vscode,#Python 
@DataFestAfrica 
By @AbozeBrain",AYANLOLA2002,lagos,1,4,Twitter for Android,  currently in the contanerization of ml operations workshop at the luanda hall unilag using  and   by ,currently contanerization ml operation workshop luanda hall unilag using,0.0,Positive
2022-10-14 13:07:26+00:00,Thank you for the wonderful session on Tableua today @AbbyViz #DataFestAfrica22 #DFA22,YomiAregbe,nigeria,2,6,Twitter for Android,thank you for the wonderful session on tableua today   ,thank wonderful session tableua today,1.0,Positive
2022-10-14 13:06:01+00:00,"Data visualisation  with @AbbyViz 

@DataFestAfrica @DavidAbu_ @TheOyinbooke #DFA22 #DataFestAfrica22 https://t.co/IWRh3VvIv8",Damiolopade,lagos,1,4,Twitter for Android,data visualisation  with       ,data visualisation,0.0,Positive
2022-10-14 13:05:47+00:00,"@FrankFelixAI Happy Birthday Felix, cool to ride with you today, even though @Shuttlersng shown us shege 😅 #DataFestAfrica2022 #DataFestAfrica22 #DFA22",YomiAregbe,nigeria,0,3,Twitter for Android, happy birthday felix cool to ride with you today even though  shown us shege    ,happy birthday felix cool ride today even though shown u shege,0.575,Positive
2022-10-14 13:03:51+00:00,Live at #datafestafrica. Meeting @sharonibejih for the first time!! https://t.co/eaybfn6ijj,BimboBabatola,Unknown,5,43,Twitter for iPhone,live at  meeting  for the first time ,live meeting first time,0.19318181818181818,Positive
2022-10-14 13:03:45+00:00,"⁦@dbctraining⁩ Trainer and Analyst, Toba Fasakin sharing his expertise at his session ”Do more with bookmarks Selection Panes and Tooltips in Power BI” at #DataFestAfrica22. Great session. https://t.co/hsJvKwhP2q",dbrownAnalyst,lagos nigeria,16,65,Twitter for iPhone,⁦⁩ trainer and analyst toba fasakin sharing his expertise at his session do more with bookmarks selection panes and tooltips in power bi at  great session ,⁦⁩ trainer analyst toba fasakin sharing expertise session bookmark selection pane tooltips power bi great session,0.8,Positive
2022-10-14 13:03:24+00:00,"Tableau feels like a really cool BI tool to learn abi is it just the way @AbbyViz is explaining that is sweeting me? 😅

#DataFestAfrica22",ssindy55,lagos nigeria,1,35,Twitter for Android,tableau feels like a really cool bi tool to learn abi is it just the way  is explaining that is sweeting me ,tableau feel like really cool bi tool learn abi way explaining sweeting,0.35,Positive
2022-10-14 13:00:46+00:00,"Workshop session @DataFestAfrica 

I’ve a soft spot for PowerBi 🥺

Importance of Tooltips, Bookmarks and selection pane… Key point: Concise visuals with more storytelling @_teevoc https://t.co/QtuRJKMZFa",Ibeh_Dera,Unknown,1,21,Twitter for iPhone,workshop session  ive a soft spot for powerbi 🥺importance of tooltips bookmarks and selection pane… key point concise visuals with more storytelling  ,workshop session soft spot powerbi 🥺importance tooltips bookmark selection pane… key point concise visuals storytelling,0.06666666666666667,Positive
2022-10-14 12:59:09+00:00,"@AbbyViz Your session happening now on Data Visualization and Tableau is straight to the point, relatable and interactive. 
Well done 🙌🏻🙌🏻🙌🏻 ❤️
#DataFestAfrica2022 #DFA22 
@DataFestAfrica",oluwa_tosin__,in your mind ☺,3,11,Twitter for iPhone, your session happening now on data visualization and tableau is straight to the point relatable and interactive well done  ❤️  ,session happening data visualization tableau straight point relatable interactive well done ❤️,0.2,Positive
2022-10-14 12:57:50+00:00,"Join our Founder/Lead Mentor, @bayoadekanmbi, who is the keynote speaker at the #DataFestAfrica22.

Title: Building the African Data Ecosystem

Date: 15th Oct. 2022

Time: 9:05 am (GMT + 1)

Venue: University of Lagos

Do not miss it.
 
More details: https://t.co/tEuxMX5kcZ https://t.co/oCluRINI28",dsn_ai_network,nigeria,8,27,Twitter Web App,join our founderlead mentor  who is the keynote speaker at the title building the african data ecosystemdate th oct time  am (gmt + )venue university of lagosdo not miss it more details  ,join founderlead mentor keynote speaker title building african data ecosystemdate th oct time ( gmt + ) venue university lagosdo miss detail,0.0,Positive
2022-10-14 12:57:20+00:00,@FrankFelixAI @DataFestAfrica Happy birthday @FrankFelixAI  grow in bliss. Congratulations on receiving your mifi..,DivineApemaa,federal capital territory nig,0,1,Twitter for Android,  happy birthday   grow in bliss congratulations on receiving your mifi,happy birthday grow bliss congratulation receiving mifi,0.8,Positive
2022-10-14 12:56:20+00:00,"I hope you guys have an amazing time, my data people! @DavidAbu_ @tu_babs @MeetIjeoma @TheOyinbooke and co #DataFestAfrica22 https://t.co/8hp7SvfcB2",SimplyAzodo,internet,5,46,Twitter for Android,i hope you guys have an amazing time my data people     and co  ,hope guy amazing time data people co,0.6000000000000001,Positive
2022-10-14 12:55:29+00:00,"To every Data Analsyt establishing their feet in the Data Analytics attending the event today, make that connection, today.
 #DataFestAfrica22",Biachi_Jessica,somewhere in the world,0,1,Twitter for Android,to every data analsyt establishing their feet in the data analytics attending the event today make that connection today ,every data analsyt establishing foot data analytics attending event today make connection today,0.0,Positive
2022-10-14 12:55:27+00:00,"2nd workshop sessions on going in the different  halls, check the schedule  to know which one to join.

#DFA22 #datafestafrica @DataFestAfrica",Damiolopade,lagos,0,3,Twitter for Android,nd workshop sessions on going in the different  halls check the schedule  to know which one to join  ,nd workshop session going different hall check schedule know one join,0.0,Positive
2022-10-14 12:54:34+00:00,"Curiosity is everything however, it's vital to know that consistency is important and that will help you to position yourself for opportunities. 
#datafestafrica #unilag #DataVisualization #data https://t.co/qcvnWRoCsE",Beautifugift,lagos nigeria,1,9,Twitter for iPhone,curiosity is everything however its vital to know that consistency is important and that will help you to position yourself for opportunities     ,curiosity everything however vital know consistency important help position opportunity,0.25,Positive
2022-10-14 12:54:19+00:00,"With Microsoft Purview, a growing data landscape can be managed. It also enables unified data governance and increase s data agility @DataFestAfrica , @thedataduke , @Yinkaoke ,#DataFestAfrica2022",VivianDoyinsola,ile ife nigeria,0,1,Twitter for Android,with microsoft purview a growing data landscape can be managed it also enables unified data governance and increase s data agility      ,microsoft purview growing data landscape managed also enables unified data governance increase data agility,0.0,Positive
2022-10-14 12:48:26+00:00,"What you don't pay attention to, you don't see. 

Apply to all Spheres of life

#datafestafrica @DataFestAfrica",kachiie_,Unknown,0,0,Twitter for Android,what you dont pay attention to you dont see apply to all spheres of life ,pay attention see apply sphere life,0.0,Positive
2022-10-14 12:46:20+00:00,"@FrankFelixAI @DataFestAfrica Birthday man

More prosperous years ahead",adigun_sukoboy,ibadan nigeria,0,1,Twitter for Android,  birthday manmore prosperous years ahead,birthday manmore prosperous year ahead,0.0,Positive
2022-10-14 12:45:25+00:00,Already been blessed by different speakers today. I really enjoyed @dbrownAnalyst's speech and I look forward to learning more. #DataFestAfrica22 https://t.co/lwVz18ac2Q,d_adetunji,ibadan nigeria,0,7,Twitter for Android,already been blessed by different speakers today i really enjoyed s speech and i look forward to learning more  ,already blessed different speaker today really enjoyed speech look forward learning,0.25,Positive
2022-10-14 12:45:16+00:00,@FrankFelixAI @DataFestAfrica Happy Birthday Felix🎉✨,Aminat_Abolade,lagos nigeria,0,1,Twitter for iPhone,  happy birthday felix✨,happy birthday felix✨,0.8,Positive
2022-10-14 12:44:35+00:00,"#datafestafrica22
Using power automate to query sql DB 
- @OmololaAlfred_ 
Thank you, earnestly awaiting the slides",ProtectionOmo,lagos nigeria,9,6,Twitter for Android,using power automate to query sql db -  thank you earnestly awaiting the slides,using power automate query sql db - thank earnestly awaiting slide,0.0,Positive
2022-10-14 12:44:27+00:00,"Thank you so much @DataFestAfrica☺️

I love this Data community 🥰

#DataFestAfrica22 #DFA22 https://t.co/ES5EQKgzBz",FrankFelixAI,lagos nigeria,2,43,Twitter for Android,thank you so much ☺️i love this data community 🥰  ,thank much ☺️i love data community,0.35,Positive
2022-10-14 12:43:47+00:00,"Spending my Today online @DataFestAfrica . The first keynote speaker blew my mind.
It's very important to know your onions in whatever sector you are in.
It's also important to start with the business problem. 
#bepurple #datafestafrica https://t.co/dSH9FiihqH",phaibooboo,Unknown,0,4,Twitter for Android,spending my today online   the first keynote speaker blew my mindits very important to know your onions in whatever sector you are inits also important to start with the business problem   ,spending today online first keynote speaker blew mindits important know onion whatever sector inits also important start business problem,0.35000000000000003,Positive
2022-10-14 12:43:28+00:00,@DataFestAfrica Share new link please,smiling_dude,nigeria,0,1,Twitter for Android, share new link please,share new link please,0.13636363636363635,Positive
2022-10-14 12:42:10+00:00,@adigun_sukoboy @DataFestAfrica Thank you so much,FrankFelixAI,lagos nigeria,0,1,Twitter for Android,  thank you so much,thank much,0.2,Positive
2022-10-14 12:41:56+00:00,"Sending love, inspiration and the power of networking to everyone attending #DataFestAfrica22 #DFA22 

I look forward to seeing and meeting so many of you at Sloan next year.",GullahRehabbed,near the creamy men,0,1,Twitter for iPhone,sending love inspiration and the power of networking to everyone attending   i look forward to seeing and meeting so many of you at sloan next year,sending love inspiration power networking everyone attending look forward seeing meeting many sloan next year,0.3333333333333333,Positive
2022-10-14 12:41:55+00:00,"I have a new target.

I want to follow everyone that used the #datafestafrica or #DataFestAfrica22 as I more than truly want to increase my involvement in the Data Industry.

It would be cool to follow me back as I am Business Intelligence Specialist with an eye more things.
💪💪",Toluwani_Kore,Unknown,0,1,Twitter for Android,i have a new targeti want to follow everyone that used the  or  as i more than truly want to increase my involvement in the data industryit would be cool to follow me back as i am business intelligence specialist with an eye more things,new targeti want follow everyone used truly want increase involvement data industryit would cool follow back business intelligence specialist eye thing,0.1621212121212121,Positive
2022-10-14 12:40:47+00:00,@DataFestAfrica Happy Birthday @FrankFelixAI,adigun_sukoboy,ibadan nigeria,0,1,Twitter for Android, happy birthday ,happy birthday,0.8,Positive
2022-10-14 12:40:18+00:00,"Hey I am at #DataFestAfrica22

With this data bender @benichelix 
We came with peace 😌

#DFA22 
#DataFestAfrica22 
@DataFestAfrica https://t.co/xUiVwcGmEf",UncleHugo_,nglos,0,5,Twitter Web App,hey i am at with this data bender  we came with peace    ,hey data bender came peace,0.0,Positive
2022-10-14 12:39:53+00:00,"Better late than never..
Here with the data girl @adapekem 

#DataFestAfrica22 https://t.co/pGuNVZHqmm",Femi_OfMainland,lagos nigeria,3,46,Twitter for Android,better late than neverhere with the data girl   ,better late neverhere data girl,0.1,Positive
2022-10-14 12:38:53+00:00,@FrankFelixAI @Shuttlersng @Xionne_ Shuttler show us shege today. #datafestafrica2022 #DFA22,YomiAregbe,nigeria,0,2,Twitter for Android,   shuttler show us shege today  ,shuttler show u shege today,0.0,Positive
2022-10-14 12:38:45+00:00,"@Iam_Ttop @DataFestAfrica Broooo, where exactly",TomEkpot,uyo nigeria,0,0,Twitter for iPhone,  broooo where exactly,broooo exactly,0.25,Positive
2022-10-14 12:35:32+00:00,"Live @DataFestAfrica The zero to hero in power bi is quite interesting session.  As I now know clearly the difference between calculated column and the calculated measure abs when to use both. 
*data is the service that makes power bi functional*",Chinenye_tilda,lagos nigeria,0,1,Twitter for iPhone,live  the zero to hero in power bi is quite interesting session  as i now know clearly the difference between calculated column and the calculated measure abs when to use both data is the service that makes power bi functional,live zero hero power bi quite interesting session know clearly difference calculated column calculated measure ab use data service make power bi functional,0.24545454545454545,Positive
2022-10-14 12:33:33+00:00,@Praiz_Imo @Abioye_bolu1501 @DataFestAfrica Hope it's as lit as it should be,japson17,lagos nigeria,0,0,Twitter for Android,   hope its as lit as it should be,hope lit,0.0,Positive
2022-10-14 12:32:56+00:00,"Present at DataFestAfrica 2022. 
Amazing sessions so far. Glad to be here
@datafestafrica #DataFestAfrica22 #DFA22 https://t.co/Xgq5cVx4mF",ade_olusegun73,lagos nigeria,0,9,Twitter for Android,present at datafestafrica  amazing sessions so far glad to be here   ,present amazing session far glad,0.30000000000000004,Positive
2022-10-14 12:27:52+00:00,I'm so happy I signed up for this data governance workshop.. #DataFestAfrica22,gennygennychi,paris france in view,1,2,Twitter for Android,im so happy i signed up for this data governance workshop ,happy signed data governance workshop,0.8,Positive
2022-10-14 12:24:25+00:00,How Git works? #datafestafrica2022  #DFA22 https://t.co/1CuoqgZ8b6,favour_adeshina,ado-ekiti,0,0,Twitter for iPhone,how git works    ,git work,0.0,Positive
2022-10-14 12:23:49+00:00,"I'm at #DataFestAfrica22 ...where are you????😋😋
#DFA22 @dbrownAnalyst #datafestafrica  @Yinkaoke @TheDataEngrDuke https://t.co/DqfL5sHXlo",maverik_success,nigeria,0,8,Twitter for Android,im at  where are you      ,,0.0,Positive
2022-10-14 12:23:39+00:00,"Giving you all a closer look 😍 

@DataFestAfrica #DataFestAfrica22 #datafestafrica #data #DFA2022 #DFA22 @TheDataEngrDuke https://t.co/eOpxaQrzrH",Shittu_Olumide_,ondo nigeria,0,11,Twitter for iPhone,giving you all a closer look         ,giving closer look,0.0,Positive
2022-10-14 12:20:14+00:00,"Domain Knowledge is the knowledge and understanding of a particular field

#DFA22",sunday17336626,Unknown,0,0,Twitter Web App,domain knowledge is the knowledge and understanding of a particular field,domain knowledge knowledge understanding particular field,0.16666666666666666,Positive
2022-10-14 12:20:05+00:00,"Data Governance on the Modern Data Estate with Microsoft Purview at #DataFestAfrica22 #DFA22

Learning about dealing with the 4 Vs of Big Data using Microsoft Purview. https://t.co/6I83JcY3oU",JOloganj,lagos,0,2,Twitter for Android,data governance on the modern data estate with microsoft purview at  learning about dealing with the  vs of big data using microsoft purview ,data governance modern data estate microsoft purview learning dealing v big data using microsoft purview,0.1,Positive
2022-10-14 12:18:25+00:00,"The event @DataFestAfrica will be very instrumental in learning, shaping and networking platform for all #african countries, school institutions, entrepreneurs, government and Private sectors it can unearth so much that we can't imagine through the power of data.",Stevenceke,kenya,0,0,Twitter for Android,the event  will be very instrumental in learning shaping and networking platform for all  countries school institutions entrepreneurs government and private sectors it can unearth so much that we cant imagine through the power of data,event instrumental learning shaping networking platform country school institution entrepreneur government private sector unearth much cant imagine power data,0.1,Positive
2022-10-14 12:18:10+00:00,"Live at Windhoek hall at #datafestafrica2022 #DFA22 learning about Git, GitHub and Version Control Systems https://t.co/kwXxLIeMOY",favour_adeshina,ado-ekiti,0,0,Twitter for iPhone,live at windhoek hall at   learning about git github and version control systems ,live windhoek hall learning git github version control system,0.13636363636363635,Positive
2022-10-14 12:17:27+00:00,Put yourself out there. Be proud of what you do. #datafestafrica2022 #DFA22,favour_adeshina,ado-ekiti,0,0,Twitter for iPhone,put yourself out there be proud of what you do  ,put proud,0.8,Positive
2022-10-14 12:17:21+00:00,"Live at Windhoek hall at #datafestafrica2022 #DFA22 learning about Git, GitHub and Version Control Systems https://t.co/QSKtudhm33",favour_adeshina,ado-ekiti,0,1,Twitter for iPhone,live at windhoek hall at   learning about git github and version control systems ,live windhoek hall learning git github version control system,0.13636363636363635,Positive
2022-10-14 12:16:50+00:00,Seeing some of my fellow AIESECers at #DataFestAfrica22 dey gimme joy 😊,ebenezer_tomoye,akure nigeria,0,4,Twitter for Android,seeing some of my fellow aiesecers at  dey gimme joy ,seeing fellow aiesecers dey gim joy,0.8,Positive
2022-10-14 12:16:46+00:00,"#DFA22 #DataFestAfrica22 Today, we learn &amp; network !@DavidAbu_ @allForData https://t.co/fdcjIGhAwK",O_tomiwaa,lagos nigeria,0,6,Twitter for iPhone,  today we learn &amp; network   ,today learn & amp ; network,0.0,Positive
2022-10-14 12:15:47+00:00,"#DataFestAfrica22 
Na here we dey https://t.co/hqDSJd1FSz",DonFrancis27,nowhere,1,46,Twitter for Android, na here we dey ,na dey,0.0,Positive
2022-10-14 12:15:28+00:00,"I just learnt how to power automate at DataFest.

#DataFestAfrica22
#datafestafrica2022
#DFA22",Shayeende,lagos nigeria,9,0,Twitter for Android,i just learnt how to power automate at datafest,learnt power automate,0.0,Positive
2022-10-14 12:12:50+00:00,"WINNING TICKETS FROM MY GHANIAN 🇬🇭 SUBSCRIBER @1bet_1win  

#suspended Pioneers BECE #Russia WhatsApp Obasanjo Favorite Afrobeats Artist #DataFestAfrica22 Igbo Doren #IPOB #100DaysOfCode Sammy Gyamfi #CriticalRoleSpoilers #PfizerGate #สวัสดีเตนล์ https://t.co/xfj0PV5Eqc",1bet_1win,lekki nigeria,3,2,Twitter for iPhone,winning tickets from my ghanian  subscriber    pioneers bece  whatsapp obasanjo favorite afrobeats artist  igbo doren   sammy gyamfi   ัสดีเตนล์ ,winning ticket ghanian subscriber pioneer bece whatsapp obasanjo favorite afrobeats artist igbo doren sammy gyamfi ัสดีเตนล์,0.5,Positive
2022-10-14 12:11:56+00:00,"Live @ Datafest Africa. 
#DFA22
#DataFestAfrica22 https://t.co/TKkPmakWrx",Kenny_Okemi,usa in jesus name ,1,18,Twitter for Android,live  datafest africa  ,live,0.13636363636363635,Positive
